ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
972,48,Male,Divorced,Developer,7,143387.72,65,1.56,False,7,,Small,IT,8.5,5.4,False,8,8,12,0,5,6,2,95,False,False,True,No,Tier-2
973,57,Non-Binary,Widowed,Manager,10,149744.45,38,2.26,False,4,Both,Medium,Admin,7.5,2.4,True,8,10,13,6,9,9,4,92,False,False,False,Yes,Tier-1
974,54,Female,Divorced,Manager,4,170907.25,80,0.95,True,4,Mental,Small,Marketing,5.5,1.2,False,8,8,15,1,10,10,1,15,False,False,False,No,Tier-1
975,53,Male,Widowed,Developer,16,135001.2,61,1.95,False,2,,Medium,Marketing,6.4,6.7,False,5,8,15,2,9,3,8,98,False,False,True,Yes,Metro
976,41,Non-Binary,Divorced,Developer,23,42748.77,43,0.39,True,0,Both,Large,Finance,4.9,0.2,False,10,9,29,7,4,1,1,69,False,True,False,Yes,Metro
977,48,Female,Married,Manager,5,20578.29,49,0.61,False,8,Mental,Small,IT,7.9,4.1,True,6,2,4,1,7,6,6,11,True,False,False,No,Tier-1
978,23,Male,Single,Manager,25,176395.53,83,1.98,True,3,Mental,Large,IT,8.5,1.3,True,8,5,3,7,2,0,3,8,True,False,True,Yes,Metro
979,19,Male,Widowed,Manager,2,198133.09,56,1.99,False,10,Both,Small,Admin,7.7,1.8,False,10,9,4,4,9,7,0,52,True,True,False,No,Tier-3
980,37,Female,Widowed,Analyst,16,143687.55,64,0.91,False,6,,Small,Sales,8.9,8.0,True,5,7,26,1,6,7,8,6,True,True,True,No,Metro
981,45,Male,Married,Developer,35,111788.37,63,2.16,True,0,Both,Large,IT,8.7,7.2,True,2,5,0,3,9,10,0,16,True,True,False,Yes,Metro
982,28,Non-Binary,Divorced,HR,7,160252.96,71,2.56,False,4,,Small,Admin,4.6,3.3,False,8,5,17,10,5,10,10,18,True,True,True,Occasional,Metro
983,21,Non-Binary,Single,Sales,8,50390.73,50,2.1,True,2,,Large,Admin,5.3,2.7,False,8,0,26,2,10,9,2,31,True,False,True,No,Tier-3
984,32,Non-Binary,Single,Sales,22,108231.31,85,1.78,False,5,Both,Small,HR,7.3,2.0,False,5,0,6,8,2,5,2,43,True,False,False,Yes,Tier-1
985,23,Male,Widowed,Sales,19,196001.41,76,2.29,True,0,Mental,Large,Admin,6.4,2.4,True,4,9,13,9,7,2,1,45,False,False,True,Yes,Metro
986,47,Male,Single,Sales,36,154095.4,53,0.58,True,3,Mental,Medium,Sales,6.7,8.2,False,5,7,20,1,2,7,3,71,False,True,True,Occasional,Tier-3
987,55,Female,Married,Manager,14,105117.87,42,0.73,False,4,Physical,Medium,Sales,7.4,5.9,False,2,8,22,1,8,10,9,43,True,True,True,Yes,Tier-1
988,19,Female,Single,Manager,13,131627.51,61,2.37,True,7,,Medium,Marketing,6.6,7.4,True,0,5,30,7,0,6,2,39,True,False,False,Occasional,Tier-3
989,32,Male,Single,Developer,21,50809.78,87,2.87,False,2,Mental,Large,Sales,6.7,5.1,False,2,9,7,4,9,9,4,21,False,False,True,Occasional,Tier-2
990,28,Non-Binary,Single,Manager,14,152554.36,75,2.84,True,5,Mental,Large,Admin,4.6,5.4,True,3,0,6,2,0,9,0,53,True,True,False,No,Tier-3
991,25,Male,Widowed,Sales,36,132914.88,54,1.48,True,2,Both,Medium,HR,7.5,2.4,False,3,6,11,5,1,4,3,13,True,True,True,No,Metro
992,43,Non-Binary,Single,Analyst,11,130879.94,85,2.94,True,8,Physical,Small,Sales,6.6,3.9,False,9,1,23,8,3,8,10,55,False,True,True,Yes,Tier-3
993,62,Female,Divorced,Support,20,167432.91,88,1.01,False,1,Both,Small,Sales,4.6,2.1,True,8,8,0,4,2,9,0,86,True,True,True,No,Metro
994,61,Male,Single,Analyst,39,85541.61,86,1.85,True,7,,Small,HR,7.5,4.9,True,6,0,2,1,5,8,5,21,False,False,False,No,Tier-1
995,22,Male,Divorced,HR,7,56396.92,63,0.46,False,3,,Medium,Sales,7.6,8.5,False,1,3,3,7,1,10,7,17,False,True,False,Yes,Tier-3
996,23,Male,Single,Developer,21,198069.73,58,0.05,True,2,Mental,Medium,Finance,4.6,5.3,False,1,2,1,3,0,6,3,8,False,False,True,No,Tier-2
997,43,Non-Binary,Widowed,Analyst,39,65400.99,61,1.76,False,6,Physical,Large,Finance,6.3,7.8,False,9,1,28,9,6,3,4,83,True,True,False,Occasional,Tier-2
998,21,Female,Single,Analyst,6,72845.41,44,1.62,False,9,Both,Large,Sales,6.0,0.5,True,1,4,17,9,2,3,6,66,True,False,True,Yes,Tier-3
999,36,Non-Binary,Widowed,Analyst,37,98078.06,36,1.18,False,1,Both,Large,IT,8.7,6.8,False,2,4,3,4,5,7,4,76,True,False,False,Yes,Tier-1
1000,37,Female,Married,Sales,3,77872.04,61,1.75,False,0,Mental,Small,Finance,5.9,8.9,True,1,6,4,3,7,7,7,100,True,False,True,Occasional,Tier-2
